season,day_num,region,game_round,game_slot,winner,team_1_id,team_2_id,team_1_seed_num,team_2_seed_num
2004,137,Y,1,R1Y6,team_1,1458,1350,6,11
2004,137,W,1,R1W7,team_1,1462,1257,7,10
2004,138,X,2,R2X1,team_1,1104,1390,8,1
2004,138,X,2,R2X2,team_2,1177,1163,7,2
2004,138,W,2,R2W1,team_2,1371,1181,8,1
2004,138,Z,2,R2Z2,team_2,1211,1305,2,10
2004,138,Y,2,R2Y1,team_1,1386,1403,1,8
2004,138,X,2,R2X4,team_2,1268,1393,4,5
2004,138,W,2,R2W3,team_1,1400,1314,3,6
2004,138,Y,2,R2Y4,team_1,1448,1264,4,12
2004,139,Z,2,R2Z3,team_1,1210,1130,3,6
2004,139,W,2,R2W4,team_1,1228,1153,5,4
2004,139,Z,2,R2Z4,team_1,1242,1334,4,12
2004,139,Y,2,R2Y2,team_2,1272,1329,7,2
2004,139,Y,2,R2Y3,team_1,1338,1458,3,6
2004,139,Z,2,R2Z1,team_1,1412,1246,9,1
2004,139,X,2,R2X3,team_2,1301,1435,3,6
2004,139,W,2,R2W2,team_1,1462,1280,7,2
2004,143,X,3,R3X1,team_1,1104,1393,8,5
2004,143,X,3,R3X2,team_2,1435,1163,6,2
2004,143,Y,3,R3Y2,team_2,1338,1329,3,2
2004,143,Y,3,R3Y1,team_1,1386,1448,1,4
2004,144,W,3,R3W1,team_2,1228,1181,5,1
2004,144,Z,3,R3Z2,team_1,1210,1305,3,10
2004,144,Z,3,R3Z1,team_1,1242,1412,4,9
2004,144,W,3,R3W2,team_1,1462,1400,7,3
2004,145,X,4,R4X1,team_2,1104,1163,8,2
2004,145,Y,4,R4Y1,team_2,1386,1329,1,2
2004,146,W,4,R4W1,team_2,1462,1181,7,1
2004,146,Z,4,R4Z1,team_1,1210,1242,3,4
2004,152,W,5,R5WX,team_2,1181,1163,1,2
2004,152,Z,5,R5YZ,team_1,1210,1329,3,2
2004,154,Z,6,R6CH,team_2,1210,1163,3,2
2005,134,Z,0,Z16,team_1,1324,1105,16,16
2005,136,X,1,R1X3,team_1,1112,1429,3,14
2005,136,X,1,R1X4,team_1,1130,1335,4,13
2005,136,Y,1,R1Y7,team_2,1234,1153,10,7
2005,136,W,1,R1W3,team_2,1457,1211,14,3
2005,136,X,1,R1X1,team_1,1228,1192,1,16
2005,136,Y,1,R1Y2,team_1,1246,1184,2,15
2005,136,X,1,R1X8,team_2,1400,1305,8,9
2005,136,Y,1,R1Y3,team_1,1328,1310,3,14
2005,136,W,1,R1W8,team_1,1334,1338,8,9
2005,136,W,1,R1W6,team_2,1417,1403,11,6
2005,136,X,1,R1X6,team_1,1412,1261,11,6
2005,136,Y,1,R1Y6,team_1,1428,1431,6,11
2005,136,W,1,R1W2,team_1,1448,1151,2,15
2005,136,W,1,R1W1,team_2,1285,1449,16,1
2005,136,W,1,R1W7,team_1,1452,1166,7,10
2005,136,X,1,R1X5,team_1,1454,1104,12,5
2005,137,Z,1,R1Z3,team_2,1242,1137,3,14
2005,137,Z,1,R1Z2,team_2,1416,1163,15,2
2005,137,Y,1,R1Y1,team_2,1175,1181,16,1
2005,137,Z,1,R1Z4,team_1,1196,1325,4,13
2005,137,W,1,R1W5,team_1,1210,1203,5,12
2005,137,Z,1,R1Z8,team_2,1278,1235,8,9
2005,137,W,1,R1W4,team_2,1418,1257,13,4
2005,137,Y,1,R1Y5,team_2,1330,1277,12,5
2005,137,Y,1,R1Y8,team_1,1280,1390,9,8
2005,137,Z,1,R1Z7,team_2,1150,1301,7,10
2005,137,Z,1,R1Z1,team_1,1314,1324,1,16
2005,137,X,1,R1X2,team_2,1368,1329,15,2
2005,137,X,1,R1X7,team_1,1356,1388,7,10
2005,137,Y,1,R1Y4,team_1,1436,1393,13,4
2005,137,Z,1,R1Z5,team_2,1307,1437,12,5
2005,137,Z,1,R1Z6,team_1,1458,1320,6,11
2005,138,X,2,R2X3,team_1,1112,1412,3,11
2005,138,X,2,R2X1,team_1,1228,1305,1,9
2005,138,Y,2,R2Y2,team_1,1246,1153,2,7
2005,138,W,2,R2W3,team_2,1211,1403,3,6
2005,138,Y,2,R2Y3,team_1,1428,1328,6,3
2005,138,W,2,R2W1,team_2,1334,1449,8,1
2005,138,W,2,R2W2,team_1,1452,1448,7,2
2005,138,X,2,R2X4,team_1,1454,1130,12,4
2005,139,Y,2,R2Y1,team_2,1280,1181,9,1
2005,139,W,2,R2W4,team_2,1210,1257,5,4
2005,139,Y,2,R2Y4,team_2,1436,1277,13,5
2005,139,Z,2,R2Z2,team_2,1163,1301,2,10
2005,139,Z,2,R2Z1,team_1,1314,1235,1,9
2005,139,X,2,R2X2,team_2,1356,1329,7,2
2005,139,Z,2,R2Z4,team_2,1196,1437,4,5
2005,139,Z,2,R2Z3,team_1,1458,1137,6,14
2005,143,X,3,R3X2,team_1,1112,1329,3,2
2005,143,X,3,R3X1,team_1,1228,1454,1,12
2005,143,W,3,R3W1,team_2,1449,1257,1,4
2005,143,W,3,R3W2,team_1,1452,1403,7,6
2005,144,Y,3,R3Y2,team_1,1246,1428,2,6
2005,144,Y,3,R3Y1,team_2,1181,1277,1,5
2005,144,Z,3,R3Z1,team_1,1314,1437,1,5
2005,144,Z,3,R3Z2,team_1,1458,1301,6,10
2005,145,X,4,R4X1,team_1,1228,1112,1,3
2005,145,W,4,R4W1,team_2,1452,1257,7,4
2005,146,Y,4,R4Y1,team_2,1246,1277,2,5
2005,146,Z,4,R4Z1,team_1,1314,1458,1,6
2005,152,X,5,R5WX,team_1,1228,1257,1,4
2005,152,Z,5,R5YZ,team_1,1314,1277,1,5
2005,154,Z,6,R6CH,team_1,1314,1228,1,1
2006,134,Y,0,Y16,team_1,1284,1214,16,16
2006,136,X,1,R1X7,team_1,1104,1266,10,7
2006,136,Y,1,R1Y4,team_1,1130,1334,4,13
2006,136,W,1,R1W1,team_2,1380,1181,16,1
2006,136,Y,1,R1Y3,team_1,1196,1375,3,14
2006,136,W,1,R1W8,team_2,1423,1203,9,8
2006,136,X,1,R1X3,team_2,1462,1211,14,3
2006,136,Z,1,R1Z4,team_1,1228,1102,4,13
2006,136,X,1,R1X6,team_2,1361,1231,11,6
2006,136,W,1,R1W4,team_2,1233,1261,13,4
2006,136,Y,1,R1Y5,team_2,1305,1285,5,12
2006,136,Z,1,R1Z2,team_2,1457,1397,15,2
2006,136,W,1,R1W5,team_2,1393,1401,5,12
2006,136,X,1,R1X2,team_2,1125,1417,15,2
2006,136,Z,1,R1Z5,team_2,1429,1449,12,5
2006,136,Y,1,R1Y6,team_1,1454,1328,11,6
2006,136,Z,1,R1Z7,team_2,1371,1455,10,7
2006,137,Y,1,R1Y8,team_1,1112,1458,8,9
2006,137,X,1,R1X4,team_2,1242,1133,4,13
2006,137,X,1,R1X8,team_2,1116,1137,8,9
2006,137,Z,1,R1Z1,team_2,1107,1163,16,1
2006,137,Z,1,R1Z6,team_1,1206,1277,11,6
2006,137,Y,1,R1Y7,team_2,1320,1207,10,7
2006,137,Z,1,R1Z8,team_1,1246,1412,8,9
2006,137,X,1,R1X1,team_1,1272,1331,1,16
2006,137,W,1,R1W7,team_2,1143,1301,7,10
2006,137,Z,1,R1Z3,team_1,1314,1293,3,14
2006,137,W,1,R1W3,team_1,1322,1234,14,3
2006,137,Y,1,R1Y2,team_1,1326,1172,2,15
2006,137,X,1,R1X5,team_1,1338,1245,5,12
2006,137,W,1,R1W2,team_1,1400,1335,2,15
2006,137,Y,1,R1Y1,team_2,1284,1437,16,1
2006,137,W,1,R1W6,team_1,1452,1356,6,11
2006,138,Y,2,R2Y4,team_1,1130,1285,4,12
2006,138,W,2,R2W1,team_2,1203,1181,8,1
2006,138,Y,2,R2Y3,team_1,1196,1454,3,11
2006,138,X,2,R2X3,team_2,1231,1211,6,3
2006,138,W,2,R2W4,team_2,1401,1261,12,4
2006,138,X,2,R2X2,team_2,1104,1417,10,2
2006,138,Z,2,R2Z4,team_2,1228,1449,4,5
2006,138,Z,2,R2Z2,team_2,1397,1455,2,7
2006,139,X,2,R2X4,team_2,1338,1133,5,13
2006,139,Z,2,R2Z1,team_2,1246,1163,8,1
2006,139,Z,2,R2Z3,team_1,1206,1314,11,3
2006,139,Y,2,R2Y2,team_2,1326,1207,2,7
2006,139,X,2,R2X1,team_1,1272,1137,1,9
2006,139,W,2,R2W2,team_1,1400,1301,2,10
2006,139,Y,2,R2Y1,team_2,1112,1437,8,1
2006,139,W,2,R2W3,team_1,1452,1322,6,14
2006,143,W,3,R3W1,team_2,1181,1261,1,4
2006,143,X,3,R3X1,team_1,1272,1133,1,13
2006,143,W,3,R3W2,team_1,1400,1452,2,6
2006,143,X,3,R3X2,team_2,1211,1417,3,2
2006,144,Z,3,R3Z1,team_2,1449,1163,5,1
2006,144,Y,3,R3Y2,team_1,1196,1207,3,7
2006,144,Z,3,R3Z2,team_1,1206,1455,11,7
2006,144,Y,3,R3Y1,team_2,1130,1437,4,1
2006,145,W,4,R4W1,team_2,1400,1261,2,4
2006,145,X,4,R4X1,team_2,1272,1417,1,2
2006,146,Y,4,R4Y1,team_1,1196,1437,3,1
2006,146,Z,4,R4Z1,team_1,1206,1163,11,1
2006,152,Y,5,R5YZ,team_1,1196,1206,3,11
2006,152,W,5,R5WX,team_2,1261,1417,4,2
2006,154,Y,6,R6CH,team_1,1196,1417,3,2
2007,134,Z,0,Z16,team_1,1310,1197,16,16
2007,136,W,1,R1W7,team_1,1130,1403,7,10
2007,136,Y,1,R1Y5,team_2,1330,1139,12,5
2007,136,W,1,R1W2,team_2,1125,1207,15,2
2007,136,Z,1,R1Z7,team_2,1211,1231,10,7
2007,136,X,1,R1X6,team_2,1390,1257,11,6
2007,136,Y,1,R1Y4,team_1,1268,1172,4,13
2007,136,W,1,R1W8,team_2,1266,1277,8,9
2007,136,W,1,R1W1,team_1,1314,1184,1,16
2007,136,X,1,R1X1,team_1,1326,1148,1,16
2007,136,Z,1,R1Z3,team_1,1338,1460,3,14
2007,136,X,1,R1X3,team_2,1335,1401,14,3
2007,136,Z,1,R1Z2,team_2,1451,1417,15,2
2007,136,Z,1,R1Z6,team_2,1181,1433,6,11
2007,136,W,1,R1W6,team_2,1203,1435,11,6
2007,136,W,1,R1W3,team_1,1450,1331,3,14
2007,136,X,1,R1X8,team_1,1462,1140,9,8
2007,137,Y,1,R1Y1,team_1,1196,1238,1,16
2007,137,Z,1,R1Z1,team_1,1242,1310,1,16
2007,137,Z,1,R1Z8,team_1,1246,1437,8,9
2007,137,X,1,R1X2,team_1,1272,1317,2,15
2007,137,X,1,R1X7,team_2,1166,1305,10,7
2007,137,Y,1,R1Y3,team_1,1332,1275,3,14
2007,137,Y,1,R1Y8,team_2,1112,1345,8,9
2007,137,Z,1,R1Z4,team_1,1356,1221,4,13
2007,137,X,1,R1X5,team_2,1253,1397,12,5
2007,137,W,1,R1W4,team_1,1400,1308,4,13
2007,137,Y,1,R1Y7,team_1,1424,1210,7,10
2007,137,W,1,R1W5,team_2,1116,1425,12,5
2007,137,X,1,R1X4,team_1,1438,1107,4,13
2007,137,Z,1,R1Z5,team_2,1228,1439,12,5
2007,137,Y,1,R1Y6,team_2,1323,1457,6,11
2007,137,Y,1,R1Y2,team_1,1458,1394,2,15
2007,138,Y,2,R2Y4,team_2,1268,1139,4,5
2007,138,W,2,R2W2,team_2,1130,1207,7,2
2007,138,W,2,R2W1,team_1,1314,1277,1,9
2007,138,X,2,R2X1,team_1,1326,1462,1,9
2007,138,Z,2,R2Z3,team_1,1338,1433,3,11
2007,138,X,2,R2X3,team_2,1257,1401,6,3
2007,138,Z,2,R2Z2,team_2,1231,1417,7,2
2007,138,W,2,R2W3,team_2,1450,1435,3,6
2007,139,Y,2,R2Y1,team_1,1196,1345,1,9
2007,139,Z,2,R2Z1,team_1,1242,1246,1,8
2007,139,X,2,R2X2,team_1,1272,1305,2,7
2007,139,Y,2,R2Y3,team_1,1332,1457,3,11
2007,139,Z,2,R2Z4,team_1,1356,1439,4,5
2007,139,X,2,R2X4,team_2,1438,1397,4,5
2007,139,Y,2,R2Y2,team_1,1424,1458,7,2
2007,139,W,2,R2W4,team_2,1400,1425,4,5
2007,143,Z,3,R3Z1,team_1,1242,1356,1,4
2007,143,X,3,R3X2,team_1,1272,1401,2,3
2007,143,X,3,R3X1,team_1,1326,1397,1,5
2007,143,Z,3,R3Z2,team_2,1338,1417,3,2
2007,144,Y,3,R3Y1,team_1,1196,1139,1,5
2007,144,W,3,R3W2,team_2,1435,1207,6,2
2007,144,W,3,R3W1,team_1,1314,1425,1,5
2007,144,Y,3,R3Y2,team_1,1332,1424,3,7
2007,145,X,4,R4X1,team_1,1326,1272,1,2
2007,145,Z,4,R4Z1,team_2,1242,1417,1,2
2007,146,Y,4,R4Y1,team_1,1196,1332,1,3
2007,146,W,4,R4W1,team_2,1314,1207,1,2
2007,152,Y,5,R5YZ,team_1,1196,1417,1,2
2007,152,X,5,R5WX,team_1,1326,1207,1,2
2007,154,Y,6,R6CH,team_1,1196,1326,1,1
2008,134,W,0,W16,team_2,1164,1291,16,16
2008,136,Z,1,R1Z2,team_2,1125,1181,15,2
2008,136,X,1,R1X1,team_1,1242,1340,1,16
2008,136,X,1,R1X6,team_2,1425,1243,6,11
2008,136,Y,1,R1Y6,team_1,1266,1246,6,11
2008,136,Y,1,R1Y5,team_2,1396,1277,12,5
2008,136,W,1,R1W5,team_2,1206,1323,12,5
2008,136,Y,1,R1Y4,team_1,1338,1331,4,13
2008,136,Z,1,R1Z6,team_2,1124,1345,11,6
2008,136,Y,1,R1Y3,team_1,1390,1165,3,14
2008,136,Z,1,R1Z8,team_2,1140,1401,8,9
2008,136,Z,1,R1Z1,team_2,1290,1417,16,1
2008,136,X,1,R1X8,team_1,1424,1245,8,9
2008,136,W,1,R1W4,team_1,1450,1457,4,13
2008,136,Z,1,R1Z7,team_1,1452,1112,7,10
2008,136,X,1,R1X3,team_1,1458,1168,3,14
2008,136,Z,1,R1Z3,team_1,1462,1208,3,14
2008,137,W,1,R1W8,team_1,1116,1231,9,8
2008,137,W,1,R1W7,team_2,1375,1139,10,7
2008,137,X,1,R1X7,team_1,1172,1211,10,7
2008,137,X,1,R1X2,team_2,1420,1207,15,2
2008,137,W,1,R1W3,team_2,1129,1257,14,3
2008,137,Y,1,R1Y1,team_1,1272,1426,1,16
2008,137,Y,1,R1Y7,team_1,1274,1388,7,10
2008,137,Y,1,R1Y8,team_1,1280,1332,8,9
2008,137,W,1,R1W1,team_1,1314,1291,1,16
2008,137,W,1,R1W6,team_1,1328,1386,6,11
2008,137,Z,1,R1Z4,team_1,1360,1163,13,4
2008,137,X,1,R1X4,team_2,1435,1373,4,13
2008,137,W,1,R1W2,team_2,1110,1397,15,2
2008,137,Y,1,R1Y2,team_1,1400,1122,2,15
2008,137,X,1,R1X5,team_2,1155,1437,5,12
2008,137,Z,1,R1Z5,team_2,1179,1443,5,12
2008,138,X,2,R2X1,team_1,1242,1424,1,8
2008,138,Y,2,R2Y4,team_2,1338,1277,4,5
2008,138,Y,2,R2Y3,team_1,1390,1266,3,6
2008,138,Z,2,R2Z1,team_2,1401,1417,9,1
2008,138,W,2,R2W4,team_1,1450,1323,4,5
2008,138,Z,2,R2Z2,team_1,1452,1181,7,2
2008,138,X,2,R2X3,team_1,1458,1243,3,11
2008,138,Z,2,R2Z3,team_1,1462,1345,3,6
2008,139,X,2,R2X2,team_1,1172,1207,10,2
2008,139,W,2,R2W3,team_2,1328,1257,6,3
2008,139,Y,2,R2Y1,team_1,1272,1280,1,8
2008,139,W,2,R2W1,team_1,1314,1116,1,9
2008,139,W,2,R2W2,team_2,1139,1397,7,2
2008,139,Y,2,R2Y2,team_1,1400,1274,2,7
2008,139,X,2,R2X4,team_2,1373,1437,13,12
2008,139,Z,2,R2Z4,team_2,1360,1443,13,12
2008,143,W,3,R3W2,team_2,1397,1257,2,3
2008,143,W,3,R3W1,team_1,1314,1450,1,4
2008,143,Z,3,R3Z1,team_2,1443,1417,12,1
2008,143,Z,3,R3Z2,team_1,1462,1452,3,7
2008,144,X,3,R3X2,team_1,1172,1458,10,3
2008,144,X,3,R3X1,team_1,1242,1437,1,12
2008,144,Y,3,R3Y1,team_1,1272,1277,1,5
2008,144,Y,3,R3Y2,team_1,1400,1390,2,3
2008,145,W,4,R4W1,team_1,1314,1257,1,3
2008,145,Z,4,R4Z1,team_2,1462,1417,3,1
2008,146,X,4,R4X1,team_1,1242,1172,1,10
2008,146,Y,4,R4Y1,team_1,1272,1400,1,2
2008,152,X,5,R5WX,team_1,1242,1314,1,1
2008,152,Y,5,R5YZ,team_1,1272,1417,1,1
2008,154,X,6,R6CH,team_1,1242,1272,1,1
2009,134,Y,0,Y16,team_2,1106,1287,16,16
2009,136,Z,1,R1Z1,team_2,1151,1163,16,1
2009,136,W,1,R1W2,team_2,1127,1181,15,2
2009,136,X,1,R1X4,team_2,1103,1211,13,4
2009,136,X,1,R1X8,team_2,1139,1261,9,8
2009,136,Z,1,R1Z7,team_1,1268,1143,10,7
2009,136,Z,1,R1Z2,team_1,1272,1169,2,15
2009,136,X,1,R1X7,team_1,1276,1155,10,7
2009,136,X,1,R1X1,team_1,1314,1347,1,16
2009,136,X,1,R1X2,team_1,1328,1288,2,15
2009,136,Z,1,R1Z5,team_2,1320,1345,12,5
2009,136,W,1,R1W7,team_1,1400,1278,7,10
2009,136,Z,1,R1Z8,team_2,1140,1401,8,9
2009,136,W,1,R1W6,team_2,1433,1417,11,6
2009,136,W,1,R1W3,team_2,1110,1437,14,3
2009,136,X,1,R1X5,team_2,1228,1443,5,12
2009,136,Z,1,R1Z4,team_2,1280,1449,13,4
2009,137,Y,1,R1Y5,team_1,1112,1428,12,5
2009,137,X,1,R1X6,team_2,1396,1113,11,6
2009,137,Y,1,R1Y4,team_1,1156,1448,13,4
2009,137,Y,1,R1Y6,team_2,1452,1173,6,11
2009,137,Y,1,R1Y3,team_1,1242,1295,3,14
2009,137,Y,1,R1Y1,team_2,1287,1257,16,1
2009,137,Z,1,R1Z6,team_1,1266,1429,6,11
2009,137,Y,1,R1Y2,team_2,1352,1277,15,2
2009,137,Z,1,R1Z3,team_2,1165,1281,14,3
2009,137,W,1,R1W8,team_2,1397,1329,9,8
2009,137,W,1,R1W1,team_1,1338,1190,1,16
2009,137,Y,1,R1Y8,team_2,1326,1373,8,9
2009,137,X,1,R1X3,team_2,1372,1393,14,3
2009,137,Y,1,R1Y7,team_2,1130,1425,7,10
2009,137,W,1,R1W5,team_1,1458,1199,12,5
2009,137,W,1,R1W4,team_1,1462,1340,4,13
2009,138,Z,2,R2Z1,team_2,1401,1163,9,1
2009,138,W,2,R2W2,team_2,1400,1181,7,2
2009,138,X,2,R2X4,team_2,1443,1211,12,4
2009,138,Z,2,R2Z2,team_1,1272,1268,2,10
2009,138,X,2,R2X1,team_1,1314,1261,1,8
2009,138,X,2,R2X2,team_1,1328,1276,2,10
2009,138,Z,2,R2Z4,team_2,1449,1345,4,5
2009,138,W,2,R2W3,team_2,1417,1437,6,3
2009,139,Y,2,R2Y4,team_1,1112,1156,12,13
2009,139,Y,2,R2Y3,team_1,1242,1173,3,11
2009,139,Y,2,R2Y1,team_2,1373,1257,9,1
2009,139,Y,2,R2Y2,team_2,1425,1277,10,2
2009,139,Z,2,R2Z3,team_2,1266,1281,6,3
2009,139,W,2,R2W1,team_1,1338,1329,1,8
2009,139,X,2,R2X3,team_2,1113,1393,6,3
2009,139,W,2,R2W4,team_1,1462,1458,4,12
2009,143,Z,3,R3Z1,team_2,1345,1163,5,1
2009,143,Z,3,R3Z2,team_2,1272,1281,2,3
2009,143,W,3,R3W1,team_1,1338,1462,1,4
2009,143,W,3,R3W2,team_2,1181,1437,2,3
2009,144,Y,3,R3Y1,team_2,1112,1257,12,1
2009,144,Y,3,R3Y2,team_2,1242,1277,3,2
2009,144,X,3,R3X1,team_1,1314,1211,1,4
2009,144,X,3,R3X2,team_1,1328,1393,2,3
2009,145,Z,4,R4Z1,team_2,1281,1163,3,1
2009,145,W,4,R4W1,team_2,1338,1437,1,3
2009,146,Y,4,R4Y1,team_2,1257,1277,1,2
2009,146,X,4,R4X1,team_1,1314,1328,1,2
2009,152,Z,5,R5YZ,team_2,1163,1277,1,2
2009,152,X,5,R5WX,team_1,1314,1437,1,3
2009,154,X,6,R6CH,team_1,1314,1277,1,2
2010,134,X,0,X16,team_2,1457,1115,16,16
2010,136,X,1,R1X3,team_1,1124,1358,3,14
2010,136,Z,1,R1Z5,team_2,1431,1139,12,5
2010,136,Z,1,R1Z7,team_1,1140,1196,7,10
2010,136,Y,1,R1Y1,team_1,1242,1250,1,16
2010,136,Z,1,R1Z2,team_2,1317,1243,15,2
2010,136,W,1,R1W1,team_1,1246,1190,1,16
2010,136,Z,1,R1Z4,team_2,1435,1293,4,13
2010,136,W,1,R1W3,team_2,1285,1307,14,3
2010,136,Y,1,R1Y8,team_1,1320,1424,9,8
2010,136,Y,1,R1Y3,team_2,1207,1325,3,14
2010,136,X,1,R1X6,team_1,1330,1323,11,6
2010,136,X,1,R1X7,team_1,1388,1350,10,7
2010,136,Y,1,R1Y6,team_2,1361,1397,11,6
2010,136,X,1,R1X2,team_2,1352,1437,15,2
2010,136,W,1,R1W8,team_1,1448,1400,9,8
2010,136,W,1,R1W6,team_2,1266,1449,6,11
2010,137,X,1,R1X8,team_2,1257,1143,9,8
2010,137,W,1,R1W5,team_2,1396,1165,5,12
2010,137,X,1,R1X1,team_2,1115,1181,16,1
2010,137,Y,1,R1Y7,team_1,1210,1329,10,7
2010,137,Z,1,R1Z8,team_2,1199,1211,9,8
2010,137,Y,1,R1Y4,team_1,1268,1222,4,13
2010,137,Y,1,R1Y5,team_2,1308,1277,12,5
2010,137,W,1,R1W7,team_2,1155,1281,7,10
2010,137,Y,1,R1Y2,team_1,1326,1364,2,15
2010,137,Z,1,R1Z3,team_1,1338,1324,3,14
2010,137,X,1,R1X4,team_2,1373,1345,13,4
2010,137,Z,1,R1Z1,team_2,1436,1393,16,1
2010,137,X,1,R1X5,team_2,1429,1401,12,5
2010,137,W,1,R1W2,team_1,1452,1288,2,15
